FIPSCode,Jurisdiction_Name,State_Abbr,A1a,A1b,A9a,A9b,A9c,A9d,A9e,A9f,A9g
2601900000,BENZIE COUNTY,MI,15341,13702,712,113,403,Does not apply,179,Does not apply,17
2602100000,BERRIEN COUNTY,MI,125275,102161,10038,1497,3433,Does not apply,4568,Does not apply,540
2602300000,BRANCH COUNTY,MI,31382,25593,1609,250,768,Does not apply,468,Does not apply,123
2602500000,CALHOUN COUNTY,MI,98221,83677,6928,737,2745,Does not apply,3256,Does not apply,190
2602700000,CASS COUNTY,MI,40840,32957,2439,441,1009,Does not apply,884,Does not apply,105
2602900000,CHARLEVOIX COUNTY,MI,22197,19548,1196,268,621,Does not apply,281,Does not apply,26
2603100000,CHEBOYGAN COUNTY,MI,21380,18911,1158,163,690,Does not apply,284,Does not apply,21
2603300000,CHIPPEWA COUNTY,MI,24091,20679,1262,213,665,Does not apply,329,Does not apply,55
2603500000,CLARE COUNTY,MI,23118,19687,1523,159,837,Does not apply,464,Does not apply,63
2603700000,CLINTON COUNTY,MI,57623,52092,2125,339,1075,Does not apply,682,Does not apply,29
2603900000,CRAWFORD COUNTY,MI,11313,9583,602,99,339,Does not apply,143,Does not apply,21
2604100000,DELTA COUNTY,MI,28896,24118,1735,216,897,Does not apply,595,Does not apply,27
2604300000,DICKINSON COUNTY,MI,21898,17680,1398,232,581,Does not apply,566,Does not apply,19
2604500000,EATON COUNTY,MI,81911,73317,3418,587,1803,Does not apply,917,Does not apply,111
2604700000,EMMET COUNTY,MI,28690,25359,1393,308,711,Does not apply,343,Does not apply,31
2604900000,GENESEE COUNTY,MI,327984,278058,16579,1997,8887,Does not apply,5150,Does not apply,545
2605100000,GLADWIN COUNTY,MI,20742,17663,1560,185,845,Does not apply,359,Does not apply,171
2605300000,GOGEBIC COUNTY,MI,13864,10379,867,175,412,Does not apply,263,Does not apply,17
2605500000,GRAND TRAVERSE COUNTY,MI,74888,67948,3598,670,1696,Does not apply,1166,Does not apply,66
2605700000,GRATIOT COUNTY,MI,26299,22959,1166,136,756,Does not apply,263,Does not apply,11
2605900000,HILLSDALE COUNTY,MI,33505,27935,2064,284,854,Does not apply,821,Does not apply,105
2606100000,HOUGHTON COUNTY,MI,24370,20126,2005,418,857,Does not apply,714,Does not apply,16
2606300000,HURON COUNTY,MI,24994,21574,1244,124,821,Does not apply,292,Does not apply,7
2606500000,INGHAM COUNTY,MI,202080,176814,12657,1504,3845,Does not apply,6473,Does not apply,835
2606700000,IONIA COUNTY,MI,43509,38381,1679,225,974,Does not apply,424,Does not apply,56
2606900000,IOSCO COUNTY,MI,21319,18716,1224,176,776,Does not apply,253,Does not apply,19
2607100000,IRON COUNTY,MI,9715,8055,599,96,359,Does not apply,112,Does not apply,32
2607300000,ISABELLA COUNTY,MI,42971,35847,1850,282,908,Does not apply,556,Does not apply,104
2607500000,JACKSON COUNTY,MI,112077,97408,5537,730,3039,Does not apply,1546,Does not apply,222
2607700000,KALAMAZOO COUNTY,MI,196052,174475,11179,1744,4037,Does not apply,5031,Does not apply,367
2607900000,KALKASKA COUNTY,MI,14894,12598,753,88,398,Does not apply,259,Does not apply,8
2608100000,KENT COUNTY,MI,458328,410141,20768,4012,9271,Does not apply,6457,Does not apply,1028
2608300000,KEWEENAW COUNTY,MI,1921,1654,113,16,81,Does not apply,15,Does not apply,1
2608500000,LAKE COUNTY,MI,9278,7863,530,69,349,Does not apply,110,Does not apply,2
2608700000,LAPEER COUNTY,MI,66901,59619,2752,414,1566,Does not apply,742,Does not apply,30
2608900000,LEELANAU COUNTY,MI,20150,18072,1185,237,544,Does not apply,387,Does not apply,17
2609100000,LENAWEE COUNTY,MI,72621,62350,4547,532,1746,Does not apply,1977,Does not apply,292
2609300000,LIVINGSTON COUNTY,MI,147860,134829,5976,1359,2644,Does not apply,1748,Does not apply,225
2609500000,LUCE COUNTY,MI,4280,3565,208,36,136,Does not apply,35,Does not apply,1
2609700000,MACKINAC COUNTY,MI,9508,8130,469,91,301,Does not apply,72,Does not apply,5
2609900000,MACOMB COUNTY,MI,628623,554952,28436,3498,15337,Does not apply,8863,Does not apply,738
2610100000,MANISTEE COUNTY,MI,19712,17221,1153,124,634,Does not apply,382,Does not apply,13
2610300000,MARQUETTE COUNTY,MI,50760,43357,2976,528,1314,Does not apply,1048,Does not apply,86
2610500000,MASON COUNTY,MI,23057,20124,1075,165,650,Does not apply,250,Does not apply,10
2610700000,MECOSTA COUNTY,MI,28496,24194,1412,257,795,Does not apply,333,Does not apply,27
2610900000,MENOMINEE COUNTY,MI,18832,15044,1391,196,527,Does not apply,625,Does not apply,43
2611100000,MIDLAND COUNTY,MI,64793,56656,3681,695,1469,Does not apply,1421,Does not apply,96
2611300000,MISSAUKEE COUNTY,MI,10956,9710,447,58,273,Does not apply,86,Does not apply,30
2611500000,MONROE COUNTY,MI,118486,100813,6433,977,2579,Does not apply,2572,Does not apply,305
2611700000,MONTCALM COUNTY,MI,43622,38135,1691,214,1029,Does not apply,424,Does not apply,24
2611900000,MONTMORENCY COUNTY,MI,7970,6917,574,77,319,Does not apply,146,Does not apply,32
2612100000,MUSKEGON COUNTY,MI,129496,111803,5691,662,3205,Does not apply,1391,Does not apply,433
2612300000,NEWAYGO COUNTY,MI,36225,31357,1578,196,953,Does not apply,354,Does not apply,75
2612500000,OAKLAND COUNTY,MI,955596,847283,46337,8794,18699,Does not apply,17929,Does not apply,915
2612700000,OCEANA COUNTY,MI,19388,16502,963,115,522,Does not apply,295,Does not apply,31
2612900000,OGEMAW COUNTY,MI,16439,14365,968,86,621,Does not apply,242,Does not apply,19
2613100000,ONTONAGON COUNTY,MI,5555,4563,410,59,262,Does not apply,77,Does not apply,12
2613300000,OSCEOLA COUNTY,MI,17141,14834,946,101,485,Does not apply,352,Does not apply,8
2613500000,OSCODA COUNTY,MI,6768,5789,499,52,297,Does not apply,96,Does not apply,54
2613700000,OTSEGO COUNTY,MI,21265,17776,964,193,515,Does not apply,237,Does not apply,19
2613900000,OTTAWA COUNTY,MI,200990,182656,8240,1364,3831,Does not apply,2733,Does not apply,312
2614100000,PRESQUE ISLE COUNTY,MI,10874,9464,584,74,412,Does not apply,94,Does not apply,4
2614300000,ROSCOMMON COUNTY,MI,21742,18249,1375,226,844,Does not apply,280,Does not apply,25
2614500000,SAGINAW COUNTY,MI,148679,127609,6737,706,4084,Does not apply,1819,Does not apply,128
2614700000,ST. CLAIR COUNTY,MI,124000,106774,5746,757,3257,Does not apply,1583,Does not apply,149
2614900000,ST. JOSEPH COUNTY,MI,43625,35250,2361,373,1118,Does not apply,769,Does not apply,101
2615100000,SANILAC COUNTY,MI,29444,25926,1424,128,946,Does not apply,300,Does not apply,50
2615300000,SCHOOLCRAFT COUNTY,MI,6748,5672,424,50,231,Does not apply,137,Does not apply,6
2615500000,SHIAWASSEE COUNTY,MI,52414,46710,2152,259,1327,Does not apply,521,Does not apply,45
2615700000,TUSCOLA COUNTY,MI,40621,35176,1703,178,1114,Does not apply,364,Does not apply,47
2615900000,VAN BUREN COUNTY,MI,55755,47666,2749,382,1375,Does not apply,703,Does not apply,289
2616100000,WASHTENAW COUNTY,MI,289825,249008,17049,3390,4073,Does not apply,9213,Does not apply,373
2616300000,WAYNE COUNTY,MI,1296635,1097743,93620,5890,31836,Does not apply,54287,Does not apply,1607
2616500000,WEXFORD COUNTY,MI,25287,22024,1220,169,612,Does not apply,421,Does not apply,18
2700100000,AITKIN COUNTY,MN,10441,10441,864,166,325,0,367,0,Data not available
2700300000,ANOKA COUNTY,MN,216518,216518,17409,3653,3040,0,10676,0,Data not available
2700500000,BECKER COUNTY,MN,20027,20027,1689,330,352,0,1007,0,Data not available
2700700000,BELTRAMI COUNTY,MN,25580,25580,2727,454,486,0,1780,0,Data not available
2700900000,BENTON COUNTY,MN,23556,23556,1855,331,485,0,1039,0,Data not available
2701100000,BIG STONE COUNTY,MN,3205,3205,327,59,105,0,160,0,Data not available
2701300000,BLUE EARTH COUNTY,MN,38713,38713,3757,874,731,0,2148,0,Data not available
2701500000,BROWN COUNTY,MN,15531,15531,1501,255,397,0,849,0,Data not available
2701700000,CARLTON COUNTY,MN,21387,21387,1774,302,485,0,987,0,Data not available
2701900000,CARVER COUNTY,MN,65210,65210,4983,1450,770,0,2757,0,Data not available
2702100000,CASS COUNTY,MN,18937,18937,1929,334,538,0,1048,0,Data not available
2702300000,CHIPPEWA COUNTY,MN,7215,7215,564,116,203,0,245,0,Data not available
2702500000,CHISAGO COUNTY,MN,34967,34967,2834,575,594,0,1657,0,Data not available
2702700000,CLAY COUNTY,MN,34356,34356,4381,1326,453,0,2597,0,Data not available
2702900000,CLEARWATER COUNTY,MN,4746,4746,450,52,115,0,283,0,Data not available
2703100000,COOK COUNTY,MN,3819,3819,291,127,85,0,78,0,Data not available
2703300000,COTTONWOOD COUNTY,MN,6499,6499,583,77,191,0,315,0,Data not available
2703500000,CROW WING COUNTY,MN,41808,41808,3328,648,950,0,1724,0,Data not available
2703700000,DAKOTA COUNTY,MN,269353,269353,22520,6852,3736,0,11895,0,Data not available
2703900000,DODGE COUNTY,MN,12418,12418,894,148,226,0,520,0,Data not available
2704100000,DOUGLAS COUNTY,MN,25290,25290,2016,284,636,0,1093,0,Data not available
2704300000,FARIBAULT COUNTY,MN,8413,8413,840,79,264,0,496,0,Data not available
2704500000,FILLMORE COUNTY,MN,12718,12718,1098,142,302,0,654,0,Data not available
2704700000,FREEBORN COUNTY,MN,18185,18185,1696,261,534,0,900,0,Data not available
2704900000,GOODHUE COUNTY,MN,29736,29736,2680,543,679,0,1456,0,Data not available
2705100000,GRANT COUNTY,MN,3937,3937,291,45,99,0,147,0,Data not available
2705300000,HENNEPIN COUNTY,MN,795306,795306,72403,23369,12189,0,36711,0,Data not available
2705500000,HOUSTON COUNTY,MN,12175,12175,1238,419,211,0,608,0,Data not available
2705700000,HUBBARD COUNTY,MN,13287,13287,1247,205,318,0,721,0,Data not available
2705900000,ISANTI COUNTY,MN,24466,24466,1958,356,442,0,1156,0,Data not available
2706100000,ITASCA COUNTY,MN,27893,27893,2433,451,677,0,1289,0,Data not available
2706300000,JACKSON COUNTY,MN,6178,6178,563,121,155,0,287,0,Data not available
2706500000,KANABEC COUNTY,MN,9699,9699,772,117,173,0,480,0,Data not available
2706700000,KANDIYOHI COUNTY,MN,24798,24798,1737,327,569,0,840,0,Data not available
2706900000,KITTSON COUNTY,MN,2813,2813,233,44,83,0,102,0,Data not available
2707100000,KOOCHICHING COUNTY,MN,7261,7261,677,119,209,0,326,0,Data not available
2707300000,LAC QUI PARLE COUNTY,MN,4242,4242,412,52,141,0,218,0,Data not available
2707500000,LAKE COUNTY,MN,7410,7410,689,140,200,0,349,0,Data not available
2707700000,LAKE OF THE WOODS COUNTY,MN,2452,2452,185,44,70,0,67,0,Data not available
2707900000,LE SUEUR COUNTY,MN,17273,17273,1324,196,318,0,809,0,Data not available
2708100000,LINCOLN COUNTY,MN,3514,3514,303,56,85,0,162,0,Data not available
2708300000,LYON COUNTY,MN,14002,14002,1181,300,267,0,613,0,Data not available
2708500000,MCLEOD COUNTY,MN,21585,21585,1763,261,426,0,1071,0,Data not available
2708700000,MAHNOMEN COUNTY,MN,2649,2649,254,21,75,0,158,0,Data not available
2708900000,MARSHALL COUNTY,MN,5454,5454,334,62,132,0,139,0,Data not available
2709100000,MARTIN COUNTY,MN,11862,11862,1186,156,337,0,689,0,Data not available
2709300000,MEEKER COUNTY,MN,13934,13934,1047,157,320,0,569,0,Data not available
2709500000,MILLE LACS COUNTY,MN,15328,15328,1375,186,395,0,791,0,Data not available
2709700000,MORRISON COUNTY,MN,20349,20349,1269,195,430,0,644,0,Data not available
2709900000,MOWER COUNTY,MN,20509,20509,2206,341,526,0,1338,0,Data not available
2710100000,MURRAY COUNTY,MN,5265,5265,381,78,138,0,163,0,Data not available
2710300000,NICOLLET COUNTY,MN,20585,20585,1675,332,338,0,1001,0,Data not available
2710500000,NOBLES COUNTY,MN,9876,9876,1014,216,244,0,551,0,Data not available
2710700000,NORMAN COUNTY,MN,3701,3701,369,57,115,0,196,0,Data not available
2710900000,OLMSTED COUNTY,MN,93811,93811,8952,2798,1497,0,4647,0,Data not available
2711100000,OTTER TAIL COUNTY,MN,37358,37358,3227,546,846,0,1812,0,Data not available
2711300000,PENNINGTON COUNTY,MN,7726,7726,701,134,140,0,427,0,Data not available
2711500000,PINE COUNTY,MN,16321,16321,1435,233,360,0,840,0,Data not available
2711700000,PIPESTONE COUNTY,MN,5334,5334,573,180,153,0,237,0,Data not available
2711900000,POLK COUNTY,MN,17045,17045,1784,408,346,0,1027,0,Data not available
2712100000,POPE COUNTY,MN,7211,7211,575,71,180,0,324,0,Data not available
2712300000,RAMSEY COUNTY,MN,320410,320410,30393,10897,5565,0,13835,0,Data not available
2712500000,RED LAKE COUNTY,MN,2205,2205,195,15,49,0,131,0,Data not available
2712700000,REDWOOD COUNTY,MN,9272,9272,919,120,256,0,539,0,Data not available
2712900000,RENVILLE COUNTY,MN,8770,8770,704,62,222,0,418,0,Data not available
2713100000,RICE COUNTY,MN,38169,38169,3747,779,699,0,2268,0,Data not available
2713300000,ROCK COUNTY,MN,5282,5282,621,144,117,0,358,0,Data not available
2713500000,ROSEAU COUNTY,MN,8945,8945,668,145,155,0,367,0,Data not available
2713700000,ST. LOUIS COUNTY,MN,128976,128976,11508,2675,2922,0,5895,0,Data not available
2713900000,SCOTT COUNTY,MN,87823,87823,6259,1617,934,0,3690,0,Data not available
2714100000,SHERBURNE COUNTY,MN,56926,56926,4164,857,683,0,2622,0,Data not available
2714300000,SIBLEY COUNTY,MN,8982,8982,657,61,203,0,393,0,Data not available
2714500000,STEARNS COUNTY,MN,91191,91191,6941,1363,1465,0,4088,0,Data not available
2714700000,STEELE COUNTY,MN,21813,21813,1768,333,445,0,990,0,Data not available
2714900000,STEVENS COUNTY,MN,5760,5760,487,133,124,0,228,0,Data not available
2715100000,SWIFT COUNTY,MN,5742,5742,427,49,179,0,199,0,Data not available
2715300000,TODD COUNTY,MN,13580,13580,1002,143,300,0,558,0,Data not available
2715500000,TRAVERSE COUNTY,MN,2015,2015,195,43,67,0,83,0,Data not available
2715700000,WABASHA COUNTY,MN,13654,13654,1105,186,287,0,627,0,Data not available
2715900000,WADENA COUNTY,MN,7951,7951,719,97,254,0,366,0,Data not available
2716100000,WASECA COUNTY,MN,10958,10958,905,130,227,0,548,0,Data not available
2716300000,WASHINGTON COUNTY,MN,166595,166595,14085,4150,2474,0,7422,0,Data not available
2716500000,WATONWAN COUNTY,MN,5786,5786,501,72,182,0,245,0,Data not available
2716700000,WILKIN COUNTY,MN,3627,3627,416,111,90,0,213,0,Data not available
2716900000,WINONA COUNTY,MN,29402,29402,3689,1103,504,0,2081,0,Data not available
2717100000,WRIGHT COUNTY,MN,81398,81398,5990,1055,1143,0,3785,0,Data not available
2717300000,YELLOW MEDICINE COUNTY,MN,6046,6046,541,114,177,0,248,0,Data not available
2800100000,ADAMS COUNTY,MS,21273,19031,1928,509,746,76,509,1,46
2800300000,ALCORN COUNTY,MS,27742,24677,1071,256,531,51,190,0,18
2800500000,AMITE COUNTY,MS,10371,9831,611,202,341,25,30,0,5
2800700000,ATTALA COUNTY,MS,12550,12244,1092,279,437,17,238,0,15
2800900000,BENTON COUNTY,MS,6053,5914,690,417,205,31,28,1,2
2801100000,BOLIVAR COUNTY,MS,23627,22505,4820,135,606,77,3849,1,9
2801300000,CALHOUN COUNTY,MS,9649,9311,854,142,335,31,332,0,10
2801500000,CARROLL COUNTY,MS,7681,7179,691,76,210,9,384,0,4
2801700000,CHICKASAW COUNTY,MS,12310,11977,742,56,355,58,237,0,35
2801900000,CHOCTAW COUNTY,MS,5820,5545,754,55,210,10,445,0,30
2802100000,CLAIBORNE COUNTY,MS,7419,6161,1163,71,190,1,886,0,6
2802300000,CLARKE COUNTY,MS,12836,11556,630,128,426,2,67,0,0
2802500000,CLAY COUNTY,MS,14498,13934,1061,479,461,45,72,0,1
2802700000,COAHOMA COUNTY,MS,18171,15477,1052,495,421,75,1,0,18
2802900000,COPIAH COUNTY,MS,20546,19687,1273,250,585,104,321,0,2
2803100000,COVINGTON COUNTY,MS,14755,14383,893,105,495,0,219,0,54
2803300000,DESOTO COUNTY,MS,113895,105971,9545,3309,1789,144,4199,0,29
2803500000,FORREST COUNTY,MS,51072,46167,5226,1147,1426,32,2593,1,21
2803700000,FRANKLIN COUNTY,MS,5892,5650,413,72,164,9,141,0,18
2803900000,GEORGE COUNTY,MS,15718,14508,1193,316,526,42,280,0,12
2804100000,GREENE COUNTY,MS,8102,7262,613,99,283,9,186,4,21
2804300000,GRENADA COUNTY,MS,16752,15632,1404,203,675,91,370,2,14
2804500000,HANCOCK COUNTY,MS,32399,31793,4268,526,1120,68,2380,3,55
2804700000,HARRISON COUNTY,MS,140520,124338,6545,774,3452,389,1772,0,112
2804900000,HINDS COUNTY,MS,180151,153919,6227,1688,2573,941,851,2,50
2805100000,HOLMES COUNTY,MS,13679,13064,499,38,389,44,0,0,13
2805300000,HUMPHREYS COUNTY,MS,6703,6234,631,263,232,29,79,1,3
2805500000,ISSAQUENA COUNTY,MS,1052,1049,126,23,62,34,0,0,7
2805700000,ITAWAMBA COUNTY,MS,16303,15442,2846,38,552,95,2145,0,4
2805900000,JACKSON COUNTY,MS,92615,80309,6186,1499,2072,30,2493,0,42
2806100000,JASPER COUNTY,MS,11861,11185,1105,175,429,0,492,0,
2806300000,JEFFERSON COUNTY,MS,5482,5465,1193,118,406,25,633,0,10
2806500000,JEFFERSON DAVIS COUNTY,MS,9135,8911,1764,41,196,28,1486,0,4
2806700000,JONES COUNTY,MS,43157,43152,2834,548,1205,54,855,2,18
2806900000,KEMPER COUNTY,MS,7871,7871,439,163,252,4,0,0,3
2807100000,LAFAYETTE COUNTY,MS,34407,31254,3390,1185,530,88,1545,0,17
2807300000,LAMAR COUNTY,MS,38119,33590,2641,828,716,81,936,2,21
2807500000,LAUDERDALE COUNTY,MS,48407,44585,9573,779,1323,198,7218,0,34
2807700000,LAWRENCE COUNTY,MS,9002,8626,908,343,313,36,175,1,1
2807900000,LEAKE COUNTY,MS,14920,14112,3463,977,792,70,1539,0,2
2808100000,LEE COUNTY,MS,53520,48755,4367,906,1096,178,2133,0,23
2808300000,LEFLORE COUNTY,MS,27800,21871,2756,413,681,87,1500,2,18
2808500000,LINCOLN COUNTY,MS,22447,21001,3952,701,761,73,2334,0,18
2808700000,LOWNDES COUNTY,MS,42866,40938,6049,398,1057,231,4215,0,98
2808900000,MADISON COUNTY,MS,83235,69812,10193,2842,1651,29,5592,1,27
2809100000,MARION COUNTY,MS,17647,16405,1491,211,570,46,633,0,23
2809300000,MARSHALL COUNTY,MS,23850,22774,2842,350,556,64,1830,0,23
2809500000,MONROE COUNTY,MS,25607,24174,1262,95,791,118,234,0,16
2809700000,MONTGOMERY COUNTY,MS,7221,6641,1091,144,271,19,637,0,19
2809900000,NESHOBA COUNTY,MS,17240,16808,1319,102,490,24,652,0,4
2810100000,NEWTON COUNTY,MS,14589,13354,944,200,455,34,236,0,10
2810300000,NOXUBEE COUNTY,MS,8945,7603,878,466,275,60,2,0,37
2810500000,OKTIBBEHA COUNTY,MS,31177,27507,2331,960,539,78,706,0,25
2810700000,PANOLA COUNTY,MS,25953,22927,1872,237,715,148,737,0,33
2810900000,PEARL RIVER COUNTY,MS,39768,32724,2141,775,1242,84,16,0,21
2811100000,PERRY COUNTY,MS,8996,8289,509,63,293,30,112,0,6
2811300000,PIKE COUNTY,MS,25826,23961,3280,389,895,48,1837,0,92
2811500000,PONTOTOC COUNTY,MS,21657,20480,891,204,524,68,13,0,8
2811700000,PRENTISS COUNTY,MS,16166,14818,1429,114,587,33,626,2,65
2811900000,QUITMAN COUNTY,MS,5050,4989,637,305,204,24,47,0,24
2812100000,RANKIN COUNTY,MS,98679,89097,5176,2353,2477,140,70,1,35
2812300000,SCOTT COUNTY,MS,23595,18732,1327,205,547,62,471,0,8
2812500000,SHARKEY COUNTY,MS,3459,3238,181,37,97,7,23,0,10
2812700000,SIMPSON COUNTY,MS,19101,16948,905,254,556,3,22,0,5
2812900000,SMITH COUNTY,MS,11264,10858,722,366,282,1,12,0,11
2813100000,STONE COUNTY,MS,11226,9864,1041,88,333,36,571,0,10
2813300000,SUNFLOWER COUNTY,MS,17012,15534,1058,256,458,6,333,0,5
2813500000,TALLAHATCHIE COUNTY,MS,9786,9478,639,39,280,62,256,0,
2813700000,TATE COUNTY,MS,18776,16893,1629,151,490,90,866,1,17
2813900000,TIPPAH COUNTY,MS,14863,14108,1045,134,439,41,408,0,6
2814100000,TISHOMINGO COUNTY,MS,13136,12322,848,76,468,7,250,0,43
2814300000,TUNICA COUNTY,MS,10102,6688,480,197,194,77,0,0,12
2814500000,UNION COUNTY,MS,17318,15656,1674,314,622,33,675,1,15
2814700000,WALTHALL COUNTY,MS,11808,10221,2062,91,454,52,1396,3,46
2814900000,WARREN COUNTY,MS,31939,26532,3790,794,869,117,1982,1,14
2815100000,WASHINGTON COUNTY,MS,34268,32147,2511,705,885,192,664,0,17
2815300000,WAYNE COUNTY,MS,14070,13447,1168,248,425,38,417,0,9
2815500000,WEBSTER COUNTY,MS,7432,7051,672,248,257,11,145,0,3
2815700000,WILKINSON COUNTY,MS,7096,6547,817,34,214,2,545,0,9
2815900000,WINSTON COUNTY,MS,13238,11992,990,415,466,52,25,0,9
2816100000,YALOBUSHA COUNTY,MS,10498,8830,476,73,345,34,8,0,2
2816300000,YAZOO COUNTY,MS,18991,18682,945,219,527,179,0,0,10
2900100000,ADAIR COUNTY,MO,14113,13408,1980,401,344,49,1178,7,1
2900300000,ANDREW COUNTY,MO,12566,11899,734,171,222,28,309,3,1
2900500000,ATCHISON COUNTY,MO,3777,3670,310,138,116,5,42,5,4
2900700000,AUDRAIN COUNTY,MO,14624,13991,1673,318,533,90,722,7,3
2900900000,BARRY COUNTY,MO,20775,18967,1815,362,663,77,698,11,4
2901100000,BARTON COUNTY,MO,8645,8174,540,70,185,31,249,1,4
2901300000,BATES COUNTY,MO,11281,10792,992,383,369,48,184,8,0
2901500000,BENTON COUNTY,MO,13904,13472,511,198,250,48,1,14,0
2901700000,BOLLINGER COUNTY,MO,8385,8044,438,26,235,41,131,4,1
2901900000,BOONE COUNTY,MO,121787,108608,15293,4605,995,429,9158,87,19
2902100000,BUCHANAN COUNTY,MO,51240,48051,3077,1292,1405,278,35,45,22
2902300000,BUTLER COUNTY,MO,29250,25305,1299,199,821,187,57,30,5
2902500000,CALDWELL COUNTY,MO,6396,5944,468,191,192,45,34,5,1
2902700000,CALLAWAY COUNTY,MO,28553,26123,2267,650,587,100,905,11,14
2902900000,CAMDEN COUNTY,MO,31800,28971,2794,933,793,98,949,17,4
2903100000,CAPE GIRARDEAU COUNTY,MO,53478,47869,4249,1067,1222,206,1720,28,6
2903300000,CARROLL COUNTY,MO,6144,5715,491,83,229,26,144,7,2
2903500000,CARTER COUNTY,MO,4716,4284,300,84,171,28,11,5,1
2903700000,CASS COUNTY,MO,77239,70537,5460,1890,1861,182,1489,18,20
2903900000,CEDAR COUNTY,MO,8770,8606,689,89,271,25,288,16,0
2904100000,CHARITON COUNTY,MO,5454,5166,374,74,196,19,74,3,8
2904300000,CHRISTIAN COUNTY,MO,57671,54467,3938,1284,999,156,1480,11,8
2904500000,CLARK COUNTY,MO,4847,4816,345,135,139,51,17,3,0
2904700000,CLAY COUNTY,MO,163436,147636,20141,4675,2828,309,12283,38,8
2904900000,CLINTON COUNTY,MO,14414,13902,1104,367,361,56,304,13,3
2905100000,COLE COUNTY,MO,51507,48545,4164,912,1051,159,1987,46,9
2905300000,COOPER COUNTY,MO,11637,10656,839,259,284,56,235,2,3
2905500000,CRAWFORD COUNTY,MO,16189,14779,1146,165,456,129,376,17,3
2905700000,DADE COUNTY,MO,5997,5628,255,56,170,20,6,3,0
2905900000,DALLAS COUNTY,MO,10769,10210,769,148,314,41,253,4,9
2906100000,DAVIESS COUNTY,MO,5368,4873,393,86,169,47,88,3,0
2906300000,DEKALB COUNTY,MO,6495,6137,471,99,181,27,163,1,0
2906500000,DENT COUNTY,MO,9951,9214,479,114,295,59,8,3,0
2906700000,DOUGLAS COUNTY,MO,9193,8742,756,120,274,48,299,11,4
2906900000,DUNKLIN COUNTY,MO,17465,16052,1157,317,651,155,21,13,0
2907100000,FRANKLIN COUNTY,MO,71891,67915,4083,383,1674,236,1752,26,12
2907300000,GASCONADE COUNTY,MO,10404,9987,690,104,351,40,191,1,3
2907500000,GENTRY COUNTY,MO,4661,4641,264,76,158,22,2,2,4
2907700000,GREENE COUNTY,MO,187576,173354,19432,3349,5323,621,9996,76,67
2907900000,GRUNDY COUNTY,MO,6210,5949,797,196,210,37,345,6,3
2908100000,HARRISON COUNTY,MO,5059,4683,546,97,207,18,216,6,2
